BRAND;MODEL;COUNTRY_ORIGIN;COUNTRY_CODE
Ford;Galaxy Core 2.0;США;US
Ford;Galaxy Core 2.3;США;US
Ford;Galaxy Ghia 2.0;США;US
Ford;Galaxy Ghia 2.2;США;US
Ford;Galaxy Ghia 2.3;США;US
Ford;Galaxy Titanium 2.0;США;US
Ford;Galaxy Titanium 2.2;США;US
Ford;Galaxy Titanium 2.3;США;US
Ford;Galaxy Trend 1.8;США;US
Ford;Galaxy Trend 2.0;США;US
Ford;Galaxy Trend 2.3;США;US
Lamborghini;Gallardo;Италия;IT
Lamborghini;Gallardo GT;Италия;IT
Lamborghini;Gallardo GT3;Италия;IT
Lamborghini;Gallardo LP560-4 5.3;Италия;IT
Lamborghini;Gallardo Nera;Италия;IT
Lamborghini;Gallardo SE;Италия;IT
Lamborghini;Gallardo Spyder;Италия;IT
Lamborghini;Gallardo Spyder 5.0;Италия;IT
Lamborghini;Gallardo Superleggera;Италия;IT
Lamborghini;Gallardo Superleggera 5.0;Италия;IT
Hyundai;Galloper;Корея;KR
Mitsuoka;Galue 250LX Sedan;Япония;JP
Mitsuoka;Galue 250ST Sedan;Япония;JP
Mitsuoka;Galue 350LX;Япония;JP
Hyundai;Genesis;Корея;KR
Hyundai;Genesis Coupe;Корея;KR
Hyundai;Genesis Grand 3.8;Корея;KR
Hyundai;Genesis Luxury 3.8;Корея;KR
Ravon;Gentra;Узбекистан;UZ
Geely;Geometry A;Китай;CN
Geely;Geometry C;Китай;CN
Hyundai;Getz 3D GL 1.1;Корея;KR
Hyundai;Getz 5D GL 1.1;Корея;KR
Hyundai;Getz 5D GL 1.4;Корея;KR
Hyundai;Getz 5D GLS 1.4;Корея;KR
Maserati;Ghibli II 2.0;Италия;IT
Maserati;Ghibli II 2.8;Италия;IT
Buick;Gl8 3.0 i V6;США;US
Nissan;Gloria;Япония;JP
Volkswagen;Golf 3D;Германия;DE
Volkswagen;Golf 3D 1.4;Германия;DE
Volkswagen;Golf 3D 1.6;Германия;DE
Volkswagen;Golf 3D 1.9;Германия;DE
Volkswagen;Golf 3D 2.0;Германия;DE
Volkswagen;Golf 3D GTI;Германия;DE
Volkswagen;Golf 3D GTI 2.0;Германия;DE
Volkswagen;Golf 5D;Германия;DE
Volkswagen;Golf 5D 1.4;Германия;DE
Volkswagen;Golf 5D 1.6;Германия;DE
Volkswagen;Golf 5D 1.9;Германия;DE
Volkswagen;Golf 5D 2.0;Германия;DE
Volkswagen;Golf GTI;Германия;DE
Volkswagen;Golf Plus;Германия;DE
Volkswagen;Golf Plus 1.4;Германия;DE
Volkswagen;Golf Plus 1.6;Германия;DE
Volkswagen;Golf Plus 1.9;Германия;DE
Volkswagen;Golf Plus 2.0;Германия;DE
Volkswagen;Golf R;Германия;DE
Maserati;GranSport 4.2 i;Италия;IT
Pontiac;Grand Am 2.2;США;US
Pontiac;Grand Am 2.4;США;US
Pontiac;Grand Am 3.1;США;US
Pontiac;Grand Am 3.4;США;US
Citroen;Grand C4 Picasso 1.6;Франция;FR
Citroen;Grand C4 Picasso 1.8i;Франция;FR
Citroen;Grand C4 Picasso 2.0;Франция;FR
Citroen;Grand C4 Picasso T;Франция;FR
Citroen;Grand C4 Picasso VTI;Франция;FR
Jeep;Grand Cherokee 3.0;США;US
Jeep;Grand Cherokee 4.7;США;US
Jeep;Grand Cherokee SRT8 6.1;США;US
Toyota;Grand HiAce;Япония;JP
Pontiac;Grand Prix 3.8;США;US
Renault;Grand Scenic Confort 1.6;Франция;FR
Renault;Grand Scenic Dinamique;Франция;FR
Renault;Grand Scenic Dinamique 2.0;Франция;FR
Renault;Grand Scenic Genea 1.6;Франция;FR
Hyundai;Grand Starex;Корея;KR
Suzuki;Grand Vitara 3d;Япония;JP
Suzuki;Grand Vitara 3d 1.6;Япония;JP
Suzuki;Grand Vitara 3d 2.4;Япония;JP
Suzuki;Grand Vitara 5d;Япония;JP
Suzuki;Grand Vitara 5d 2.0;Япония;JP
Suzuki;Grand Vitara 5d 2.4;Япония;JP
Suzuki;Grand Vitara 5d 3.2;Япония;JP
Plymouth;Grand Voyager 3.0 i;США;US
Plymouth;Grand Voyager 3.3 i;США;US
Plymouth;Grand Voyager 3.8 i;США;US
Plymouth;Grand Voyager II 2.4 i;США;US
Plymouth;Grand Voyager II 3.0;США;US
Plymouth;Grand Voyager II 3.3;США;US
Plymouth;Grand Voyager II 3.8;США;US
Chrysler;Grand Voyager Limited 2.8;США;US
Chrysler;Grand Voyager Limited 3.8;США;US
ZX;GrandTiger AT-1;Китай;CN
ZX;GrandTiger MT;Китай;CN
ZX;GrandTiger MT-2;Китай;CN
ZX;GrandTiger MT-3;Китай;CN
Fiat;Grande Punto 3D 1.2;Италия;IT
Fiat;Grande Punto 5D 1.4;Италия;IT
Hyundai;Grandeur;Корея;KR
Hyundai;Grandeur GLS 2.7;Корея;KR
Hyundai;Grandeur GLS 3.3;Корея;KR
Mitsubishi;Grandis 2.4;Япония;JP
Opel;Grandland X;Германия;DE
LADA;Granta;Россия;RU
LADA;Granta Cross;Россия;RU
Toyota;Granvia;Япония;JP
Hyundai;H-1;Корея;KR
Hyundai;H-1 GLS1 2.5;Корея;KR
Hyundai;H-1 GLS2 2.5;Корея;KR
Haval;H2;Китай;CN
Hummer;H2 Adventure 1;США;US
Hummer;H2 Adventure 2;США;US
Hummer;H2 Adventure 3;США;US
Hummer;H2 Base 1;США;US
Hummer;H2 Base 2;США;US
Hummer;H2 Base 3;США;US
Hummer;H2 Luxury 1;США;US
Hummer;H2 Luxury 2;США;US
Hummer;H2 Luxury 3;США;US
Hummer;H3 Adventure AT;США;US
Hummer;H3 Base AT;США;US
Hummer;H3 Base MT;США;US
Hummer;H3 Luxury AT;США;US
DongFeng;H30 Cross;Китай;CN
Haval;H5;Китай;CN
Haval;H6;Китай;CN
Haval;H6 Coupe;Китай;CN
Haval;H6S;Китай;CN
Haval;H8;Китай;CN
Haval;H9;Китай;CN
FAW;HQ3 3GR-FE;Китай;CN
FAW;HQ3 3UZ-FE;Китай;CN
Honda;HR-V;Япония;JP
Hyundai;HYUNDAY CRETA;Корея;KR
HAIMA;Haima 3;Китай;CN
BYD;Han;Китай;CN
Toyota;Harrier;Япония;JP
Asia;Hi-topic;Корея;KR
Toyota;HiAce;Япония;JP
Toyota;Highlander;Япония;JP
Toyota;Hilux;Япония;JP
Toyota;Hilux Surf;Япония;JP
Nissan;Homy;Япония;JP
Honda;Horizon;Япония;JP
Great Wall;Hover 2.4;Китай;CN
Great Wall;Hover 2.4 i;Китай;CN
Great Wall;Hover 2.7 TD;Китай;CN
Great Wall;Hover 2.8;Китай;CN
Great Wall;Hover 2.8 TD;Китай;CN
Suzuki;Hustler;Япония;JP
Nissan;Hypermini;Япония;JP
Volkswagen;ID.3;Германия;DE
Volkswagen;ID.4;Германия;DE
Volkswagen;ID.5;Германия;DE
Volkswagen;ID.6;Германия;DE
Acura;ILX;Япония;JP
Saturn;ION 2.2 i;США;US
Saturn;ION 2.4 i;США;US
Saturn;ION Quad Coupe 2.0 i;США;US
Saturn;ION Quad Coupe 2.2 i;США;US
Lexus;IS 250 Comfort;Япония;JP
Lexus;IS 250 Executive;Япония;JP
Lexus;IS 250 Luxury;Япония;JP
Lexus;IS 250 Premium;Япония;JP
Lexus;IS 250 Sport;Япония;JP
Lexus;IS F Luxury;Япония;JP
Toyota;ISis;Япония;JP
Seat;Ibiza Reference;Испания;ES
Seat;Ibiza Reference 1.2;Испания;ES
Seat;Ibiza Reference 1.4;Испания;ES
Seat;Ibiza Sport 1.4;Испания;ES
Seat;Ibiza Sport 1.6;Испания;ES
Seat;Ibiza Stylance;Испания;ES
Seat;Ibiza Stylance 1.2;Испания;ES
Seat;Ibiza Stylance 1.4;Испания;ES
Seat;Ibiza Stylance 1.6;Испания;ES
Fiat;Idea;Италия;IT
Suzuki;Ignis;Япония;JP
Subaru;Impreza Hatchback;Япония;JP
Subaru;Impreza Hatchback 1.5;Япония;JP
Subaru;Impreza Hatchback 2.0;Япония;JP
Subaru;Impreza Hatchback WRX;Япония;JP
Subaru;Impreza Sedan;Япония;JP
Subaru;Impreza Sedan 1.5;Япония;JP
Subaru;Impreza WRX;Япония;JP
Subaru;Impreza WRX STI MT6;Япония;JP
Chery;IndiS (S18D);Китай;CN
Toyota;Innova;Япония;JP
Honda;Insight;Япония;JP
Opel;Insignia Hatchback;Германия;DE
Opel;Insignia Hatchback 1.6;Германия;DE
Opel;Insignia Hatchback 1.8;Германия;DE
Opel;Insignia Hatchback 2.0;Германия;DE
Opel;Insignia Hatchback 2.8;Германия;DE
Opel;Insignia OPC;Германия;DE
Opel;Insignia Sedan;Германия;DE
Opel;Insignia Sedan 1.6;Германия;DE
Opel;Insignia Sedan 1.8;Германия;DE
Opel;Insignia Sedan 2.0;Германия;DE
Opel;Insignia Sedan 2.8;Германия;DE
Opel;Insignia Sports Tourer;Германия;DE
Opel;Insignia Sports Tourer 1.6;Германия;DE
Opel;Insignia Sports Tourer 1.8;Германия;DE
Opel;Insignia Sports Tourer 2.0;Германия;DE
Opel;Insignia Sports Tourer 2.8;Германия;DE
Honda;Inspire;Япония;JP
Acura;Integra;Япония;JP
Honda;Integra;Япония;JP
Dodge;Intrepid;США;US
Oldsmobile;Intrigue 3.5;США;US
Toyota;Ipsum;Япония;JP
Toyota;Ist;Япония;JP
Toyota;Izoa;Япония;JP
JAC;J2 (Yueyue);Китай;CN
JAC;J3 (Tongyue,Tojoy);Китай;CN
JAC;J4 (Heyue A30);Китай;CN
JAC;J5 (Heyue);Китай;CN
JAC;J6 (Heyue RS);Китай;CN
JAC;J7;Китай;CN
JAC;J7 (Binyue);Китай;CN
Mini;JCW Basic;Виргинские о-ва (Британские);VG
Mini;JCW Chili;Виргинские о-ва (Британские);VG
Mini;JCW Clubman Basic;Виргинские о-ва (Британские);VG
Mini;JCW Clubman Chili;Виргинские о-ва (Британские);VG
JAC;JS4;Китай;CN
JAC;JS6;Китай;CN
Nissan;JUKE;Япония;JP
JMC;JX1032D;Китай;CN
JMC;JX1032DP;Китай;CN
JMC;JX1032DS;Китай;CN
JMC;JX1043DL2;Китай;CN
JMC;JX1043DPL2;Китай;CN
Honda;Jade;Япония;JP
Honda;Jazz;Япония;JP
Honda;Jazz 1.4;Япония;JP
Mitsubishi;Jeep J;Япония;JP
Volkswagen;Jetta;Германия;DE
Volkswagen;Jetta 1.4;Германия;DE
Volkswagen;Jetta 1.6;Германия;DE
Volkswagen;Jetta 1.9;Германия;DE
Geely;Jiaji;Китай;CN
GMC;Jimmy 4.3;США;US
Suzuki;Jimny;Япония;JP
Suzuki;Jimny GLX;Япония;JP
FAW;Jinn;Китай;CN
FAW;Jinn 1.1 i;Китай;CN
Kia;Joice;Корея;KR
Haval;Jolion;Китай;CN
Dodge;Journey;США;US
Dodge;Journey R/T 2.7L;США;US
Dodge;Journey SE 2.4L;США;US
Proton;Juara 1.1 i;Малайзия;MY
Nissan;Juke Nismo;Япония;JP
Subaru;Justy;Япония;JP
Kia;K3;Корея;KR
Kia;K5;Корея;KR
Kia;K7;Корея;KR
Kia;K8;Корея;KR
Kia;K9;Корея;KR
Kia;K900;Корея;KR
Kia;KX1;Корея;KR
Kia;KX3;Корея;KR
Renault;Kadjar;Франция;FR
Skoda;Kamiq;Чешская Республика;CZ
Renault;Kangoo Authentique;Франция;FR
Renault;Kangoo Authentique 1.4;Франция;FR
Renault;Kangoo Authentique 1.5;Франция;FR
Renault;Kangoo Express Confort;Франция;FR
Renault;Kangoo Express Confort 1.4;Франция;FR
Renault;Kangoo Express Confort 1.5;Франция;FR
Renault;Kangoo Express GrandConfort1.4;Франция;FR
Renault;Kangoo Express GrandConfort1.5;Франция;FR
Renault;Kangoo Expression;Франция;FR
Renault;Kangoo Expression 1.4;Франция;FR
Renault;Kangoo Expression 1.5;Франция;FR
Renault;Kaptur;Франция;FR
Skoda;Karoq;Чешская Республика;CZ
Suzuki;Kei;Япония;JP
Nissan;Kicks;Япония;JP
Chery;Kimo (A1);Китай;CN
Nissan;Kix;Япония;JP
Suzuki;Kizashi;Япония;JP
Toyota;Kluger;Япония;JP
Skoda;Kodiaq;Чешская Республика;CZ
Renault;Koleos;Франция;FR
Renault;Koleos Dinamique;Франция;FR
Renault;Koleos Dinamique 2.5;Франция;FR
Renault;Koleos Dinamique Confort 2.5;Франция;FR
Renault;Koleos Expression 2.5;Франция;FR
Renault;Koleos Luxe Privilege 2.5;Франция;FR
Renault;Koleos Privilege 2.5;Франция;FR
Hyundai;Kona;Корея;KR
Doninvest;Kondor 2.0 i;Россия;RU
Ssang Yong;Korando;Корея;KR
Ssang Yong;Korando Sports;Корея;KR
Haval;KuGou;Китай;CN
Ford;Kuga Titanium 2.0;США;US
Ford;Kuga Titanium 2.5;США;US
Ford;Kuga Trend 2.0;США;US
Ford;Kuga Trend 2.5;США;US
Ssang Yong;Kyron;Корея;KR
Ssang Yong;Kyron 2.0;Корея;KR
Ssang Yong;Kyron 2.3;Корея;KR
Mitsubishi;L 200;Япония;JP
Mitsubishi;L 300;Япония;JP
Mitsubishi;L 400;Япония;JP
BYD;L3;Китай;CN
Land Rover;LAND ROVER RANGE ROVER SPORT;США;US
Geely;LC (Panda) Cross;Китай;CN
Lexus;LEXUS LX450D;Япония;JP
Lexus;LEXUS LX570;Япония;JP
Mitsuoka;LE_SEYDE A type Coupe;Япония;JP
Mitsuoka;LE_SEYDE B type Coupe;Япония;JP
Lincoln;LS;США;US
Saturn;LS 2.2 i;США;US
Saturn;LS 3.0 i;США;US
Lexus;LS 460L;Япония;JP
Lexus;LS 600h L Luxury;Япония;JP
Lexus;LS 600h L Premium;Япония;JP
Cadillac;LSE;США;США
Saturn;LW 2.2 i;США;US
Saturn;LW 3.0 i;США;US
Lexus;LX 570;Япония;JP
Lexus;LX 570 Luxury;Япония;JP
Lexus;LX 570 Premium;Япония;JP
Buick;LaCrosse 3.6;США;US
Buick;LaCrosse 3.8;США;US
Buick;LaCrosse Concept;США;US
Chevrolet;Lacetti;США;US
Chevrolet;Lacetti Hatchback Elite;США;US
Chevrolet;Lacetti Hatchback Elite 1.4;США;US
Chevrolet;Lacetti Hatchback Elite 1.6;США;US
Chevrolet;Lacetti Hatchback Platinum;США;US
Chevrolet;Lacetti Hatchback Platinum 1.6;США;US
Chevrolet;Lacetti Hatchback Platinum 1.8;США;US
Chevrolet;Lacetti Hatchback Star 1.4;США;US
Chevrolet;Lacetti Sedan Elite;США;US
Chevrolet;Lacetti Sedan Elite 1.6;США;US
Chevrolet;Lacetti Sedan Platinum;США;US
Chevrolet;Lacetti Sedan Platinum 1.6;США;US
Chevrolet;Lacetti Sedan Platinum 1.8;США;US
Chevrolet;Lacetti Sedan Plus;США;US
Chevrolet;Lacetti Sedan Plus 1.4;США;US
Chevrolet;Lacetti Sedan Premium;США;US
Chevrolet;Lacetti Sedan Premium 1.6;США;US
Chevrolet;Lacetti Sedan Star;США;US
Chevrolet;Lacetti Sedan Star 1.4;США;US
Chevrolet;Lacetti Sedan Star 1.6;США;US
Chevrolet;Lacetti Wagon Elite;США;US
Chevrolet;Lacetti Wagon Elite 1.6;США;US
Chevrolet;Lacetti Wagon Platinum 1.6;США;US
Chevrolet;Lacetti Wagon Platinum 1.8;США;US
Chevrolet;Lacetti Wagon Plus;США;US
Chevrolet;Lacetti Wagon Plus 1.6;США;US
Chevrolet;Lacetti Wagon Star;США;US
Chevrolet;Lacetti Wagon Star 1.6;США;US
Buick;Lacrosse 3.6iV624VSupercharged;США;US
Nissan;Lafesta;Япония;JP
Renault;Laguna Este Dinamique;Франция;FR
Renault;Laguna Este Dinamique 2.0;Франция;FR
Renault;Laguna Hachback Dinamique;Франция;FR
Renault;Laguna Hachback Dinamique 1.6;Франция;FR
Renault;Laguna Hachback Dinamique 2.0;Франция;FR
Renault;Laguna Hachback Expression;Франция;FR
Renault;Laguna Hachback Expression 1.6;Франция;FR
Renault;Laguna Hachback Expression 2.0;Франция;FR
Renault;Laguna Hachback Privilege;Франция;FR
Renault;Laguna Hachback Privilege 2.0;Франция;FR
Mitsubishi;Lancer;Япония;JP
Mitsubishi;Lancer Cargo;Япония;JP
Mitsubishi;Lancer Evolution X 2.0;Япония;JP
Mitsubishi;Lancer Ralliart;Япония;JP
Mitsubishi;Lancer Station Wagon 1.6;Япония;JP
Mitsubishi;Lancer X;Япония;JP
Mitsubishi;Lancer X 1.5;Япония;JP
Mitsubishi;Lancer X 1.8;Япония;JP
Mitsubishi;Lancer X 2.0;Япония;JP
Mitsubishi;Lancer X Sportback 1.8;Япония;JP
Mitsubishi;Lancer X Sportback 2.0;Япония;JP
Toyota;Land Cruiser 200 4.5 D Luxe AT;Япония;JP
Toyota;Land Cruiser 200 4.7;Япония;JP
Toyota;Land Cruiser Prado 150;Япония;JP
Toyota;Land Cruiser Prado 2.7;Япония;JP
Toyota;Land Cruiser Prado Luna;Япония;JP
Toyota;Land Cruiser Prado Sol;Япония;JP
ZX;Landmark AT-1;Китай;CN
ZX;Landmark MT-1;Китай;CN
ZX;Landmark MT-2;Китай;CN
Suzuki;Landy;Япония;JP
Nissan;Langley;Япония;JP
Chevrolet;Lanos;США;US
Chevrolet;Lanos 1.5;США;US
Nissan;Largo;Япония;JP
LADA;Largus;Россия;RU
LADA;Largus Cross;Россия;RU
Plymouth;Laser 1.8 i;США;US
Plymouth;Laser 2.0 i;США;US
Nissan;Latio;Япония;JP
Renault;Latitude;Франция;FR
Datsun;Laurel;Япония;JP
Nissan;Laurel;Япония;JP
Buick;Le Sabre 3.8;США;US
Nissan;Leaf;Япония;JP
Subaru;Legacy;Япония;JP
Subaru;Legacy 2.0;Япония;JP
Subaru;Legacy 2.5i;Япония;JP
Subaru;Legacy 3.0;Япония;JP
Subaru;Legacy Lancaster;Япония;JP
Acura;Legend;Япония;JP
Honda;Legend 3.7;Япония;JP
Mitsubishi;Legnum;Япония;JP
Seat;Leon;Испания;ES
Seat;Leon 1.6i;Испания;ES
Seat;Leon 2.0;Испания;ES
Seat;Leon Cupra;Испания;ES
Seat;Leon Cupra 2.0;Испания;ES
Subaru;Leone;Япония;JP
Nissan;Leopard;Япония;JP
Toyota;Levin;Япония;JP
Subaru;Levorg;Япония;JP
Suzuki;Liana;Япония;JP
Mitsubishi;Libero;Япония;JP
Nissan;Liberta Villa;Япония;JP
Nissan;Liberty;Япония;JP
Jeep;Liberty 2.0;США;US
Jeep;Liberty 2.4;США;US
Daihatsu;Limousine;Япония;JP
Fiat;Linea;Италия;IT
Changan;Linmax;Китай;CN
Toyota;Lite Ace;Япония;JP
Nissan;Livina;Япония;JP
Renault;Logan;Франция;FR
Dacia;Logan 1.4;Румыния;RO
Dacia;Logan 1.6;Румыния;RO
Renault;Logan Authentique;Франция;FR
Renault;Logan Authentique 1.4;Франция;FR
Renault;Logan Expression;Франция;FR
Renault;Logan Expression 1.4;Франция;FR
Renault;Logan Expression 1.6;Франция;FR
Renault;Logan Prestige 1.6;Франция;FR
Renault;Logan Privilege 1.6;Франция;FR
Renault;Logan Stepway;Франция;FR
Renault;Logan Stolitsa 1.6;Франция;FR
Buick;Lucerne 4.6;США;US
Nissan;Lucino;Япония;JP
LANDWIND;Luxury (TDE) ABS;Китай;CN
Cadillac;Lyriq;США;США
Infiniti;M 35 AWD Elite;Япония;JP
Infiniti;M 35 AWD Premium;Япония;JP
Infiniti;M 35 RWD Elite;Япония;JP
Infiniti;M 45 Elite;Япония;JP
Infiniti;M 45 Sport;Япония;JP
Mercedes;M-Class ML 320;Германия;DE
Mercedes;M-Class ML 350;Германия;DE
Mercedes;M-Class ML 500;Германия;DE
JAC;M1 (Refine);Китай;CN
Brilliance;M1 2.0;Китай;CN
Brilliance;M1 2.4;Китай;CN
Chery;M11;Китай;CN
International;M11;США;US
Chery;M11 (A3);Китай;CN
Chery;M12;Китай;CN
Noble;M12 GTO 3.0 i;Виргинские о-ва (Британские);VG
Noble;M12 Gto 3.0 i;Виргинские о-ва (Британские);VG
Brilliance;M2 1.6;Китай;CN
Brilliance;M2 1.8;Китай;CN
Brilliance;M2 1.9;Китай;CN
Brilliance;M2 2.0;Китай;CN
Brilliance;M3 1.8i R4 16V Turbo;Китай;CN
BMW;M3 Convertible;Германия;DE
BMW;M3 Coupe;Германия;DE
BMW;M3 Sedan;Германия;DE
BMW;M5;Германия;DE
JAC;M5;Китай;CN
BMW;M5 Touring;Германия;DE
BMW;M6;Германия;DE
BYD;M6;Китай;CN
BMW;M6 Convertible;Германия;DE
Daewoo;MATIZ II Automatic;Корея;KR
Daewoo;MATIZ II BEST;Корея;KR
Daewoo;MATIZ II M;Корея;KR
Daewoo;MATIZ II MX;Корея;KR
Mitsuoka;MC-1 Mini;Япония;JP
Mitsuoka;MC-1T Mini;Япония;JP
Acura;MDX;Япония;JP
Mercedes;MERCEDES-BENZ C 180;Германия;DE
Mercedes;MERCEDES-BENZ G 63 AMG;Германия;DE
Mercedes;MERCEDES-BENZ GLS 400 D 4MATIC;Германия;DE
Mercedes;MERCEDES-BENZ GLЕ 350 D 4MATIC;Германия;DE
Geely;MK 1.5;Китай;CN
Geely;MK 1.6;Китай;CN
Geely;MK Base;Китай;CN
Geely;MK Comfort;Китай;CN
Geely;MK Elegance;Китай;CN
Lincoln;MKX;США;US
Mercedes;ML 63 AMG 4MATIC 6.2;Германия;DE
Mazda;MPV;Япония;JP
DongFeng;MPV;Китай;CN
Suzuki;MR Wagon;Япония;JP
Toyota;MR-S;Япония;JP
Toyota;MR2;Япония;JP
Mazda;MX-30;Япония;JP
Mazda;MX-5 1.8;Япония;JP
Mazda;MX-5 2.0;Япония;JP
Kia;Magentis 2.0;Корея;KR
Kia;Magentis 2.7;Корея;KR
Dodge;Magnum;США;US
Chevrolet;Malibu;США;US
Opel;Manta;Германия;DE
Marcos;Mantara Spyder;Виргинские о-ва (Британские);VG
Marcos;Mantaray;Виргинские о-ва (Британские);VG
Marcos;Mantis;Виргинские о-ва (Британские);VG
Nissan;March;Япония;JP
Mercedes;Marco Polo;Германия;DE
Fiat;Marea;Италия;IT
Mercury;Mariner L4 4x2;США;US
Mercury;Mariner L4 4x4;США;US
Mercury;Mariner V6 4x2;США;US
Mercury;Mariner V6 4x4;США;US
Toyota;Mark II;Япония;JP
Lincoln;Mark LT;США;US
Lincoln;Mark VI;США;US
Lincoln;Mark VII;США;US
Lincoln;Mark VIII;США;US
Toyota;Mark X;Япония;JP
Toyota;Mark X ZiO;Япония;JP
Toyota;MasterAce Surf;Япония;JP
Ravon;Matiz;Узбекистан;UZ
Chevrolet;Matiz;США;US
Toyota;Matrix;Япония;JP
Hyundai;Matrix;Корея;KR
Hyundai;Matrix GL 1.6;Корея;KR
Hyundai;Matrix GL 1.8;Корея;KR
Hyundai;Matrix GLS 1.8;Корея;KR
Ford;Maverick;США;US
Nissan;Maxima;Япония;JP
Mercedes;Maybach;Германия;DE
Toyota;Mega Cruiser;Япония;JP
Renault;Megane Este Business;Франция;FR
Renault;Megane Este Business 1.6;Франция;FR
Renault;Megane Este Confort;Франция;FR
Renault;Megane Este Confort 1.6;Франция;FR
Renault;Megane Este Extreme;Франция;FR
Renault;Megane Este Extreme 1.6;Франция;FR
Renault;Megane Hchback Business;Франция;FR
Renault;Megane Hchback Business 1.6;Франция;FR
Renault;Megane Hchback Confort;Франция;FR
Renault;Megane Hchback Confort 1.6;Франция;FR
Renault;Megane RS;Франция;FR
Renault;Megane Sedan Authentique 1.4;Франция;FR
Renault;Megane Sedan Business;Франция;FR
Renault;Megane Sedan Business 1.6;Франция;FR
Renault;Megane Sedan Business 2.0;Франция;FR
Renault;Megane Sedan Confort;Франция;FR
Renault;Megane Sedan Confort 1.6;Франция;FR
Renault;Megane Sedan Extreme II;Франция;FR
Renault;Megane Sedan Extreme II 1.6;Франция;FR
Kia;Mentor;Корея;KR
Mercedes;Mercedes- Benz GLC 250 4;Германия;DE
Opel;Meriva;Германия;DE
Opel;Meriva 1.3;Германия;DE
Opel;Meriva 1.4;Германия;DE
Opel;Meriva 1.6;Германия;DE
Opel;Meriva OPC;Германия;DE
Opel;Meriva OPC 1.6;Германия;DE
Alfa Romeo;MiTo 1.4T MT Energy;Италия;IT
Alfa Romeo;MiTo 1.4T MT Move;Италия;IT
Nissan;Micra 3D Comfort;Япония;JP
Nissan;Micra 3D Comfort 1.2;Япония;JP
Nissan;Micra 3D Tekna 1.4;Япония;JP
Nissan;Micra 5D Active Luxury;Япония;JP
Nissan;Micra 5D Comfort;Япония;JP
Nissan;Micra 5D Comfort 1.2;Япония;JP
Nissan;Micra 5D Luxury 1.2;Япония;JP
Nissan;Micra 5D Luxury 1.4;Япония;JP
Nissan;Micra 5D Tekna;Япония;JP
Nissan;Micra 5D Tekna 1.4;Япония;JP
Mercury;Milan;США;US
Innocenti;Mille;Италия;IT
Mazda;Millenia;Япония;JP
Mitsubishi;Minica;Япония;JP
Mitsubishi;Minicab;Япония;JP
Mitsubishi;Mirage;Япония;JP
Toyota;Mirai;Япония;JP
Nissan;Mistral;Япония;JP
Lamborghini;Miura Concept;Италия;IT
Nissan;Moco;Япония;JP
Toyota;Model F;Япония;JP
Renault;Modus;Франция;FR
Kia;Mohave;Корея;KR
Opel;Mokka;Германия;DE
Ford;Mondeo 4D Core 1.6;США;US
Ford;Mondeo 4D Core 2.0;США;US
Ford;Mondeo 4D Core 2.3;США;US
Ford;Mondeo 4D Ghia 2.0;США;US
Ford;Mondeo 4D Ghia 2.3;США;US
Ford;Mondeo 4D Ghia 2.5;США;US
Ford;Mondeo 4D Ghia X 2.0;США;US
Ford;Mondeo 4D Ghia X 2.3;США;US
Ford;Mondeo 4D Ghia X 2.5;США;US
Ford;Mondeo 4D Titanium 2.0;США;US
Ford;Mondeo 4D Titanium 2.3;США;US
Ford;Mondeo 4D Titanium 2.5;США;US
Ford;Mondeo 4D Titanium X 2.0;США;US
Ford;Mondeo 4D Titanium X 2.3;США;US
Ford;Mondeo 4D Titanium X 2.5;США;US
Ford;Mondeo 4D Trend 2.0;США;US
Ford;Mondeo 4D Trend 2.3;США;US
Ford;Mondeo 5D Sport 2.2;США;US
Ford;Mondeo 5D Sport 2.5;США;US
Ford;Mondeo 5D Titanium 2.0;США;US
Ford;Mondeo 5D Titanium 2.2;США;US
Ford;Mondeo 5D Titanium X 2.2;США;US
Ford;Mondeo 5D Titanium X 2.3;США;US
Ford;Mondeo 5D Trend 2.0;США;US
Ford;Mondeo 5W Sport 2.2;США;US
Ford;Mondeo 5W Sport 2.5;США;US
Ford;Mondeo 5W Titanium X 2.0;США;US
Ford;Mondeo 5W Titanium X 2.2;США;US
Ford;Mondeo 5W Trend 2.0;США;US
Geely;Monjaro;Китай;CN
Pontiac;Montana 3.4;США;US
Rover;Montego 1.3;Виргинские о-ва (Британские);VG
Rover;Montego 1.6;Виргинские о-ва (Британские);VG
Rover;Montego 2.0;Виргинские о-ва (Британские);VG
Rover;Montego 2.0 i;Виргинские о-ва (Британские);VG
Rover;Montego 3.0 i;Виргинские о-ва (Британские);VG
Opel;Monterey;Германия;DE
Mitsubishi;Montero;Япония;JP
Mitsubishi;Montero Sport;Япония;JP
Volkswagen;Multivan;Германия;DE
Volkswagen;Multivan 1.9;Германия;DE
Volkswagen;Multivan 2.5;Германия;DE
Volkswagen;Multivan 3.2;Германия;DE
Nissan;Murano;Япония;JP
Nissan;Murano 3.5;Япония;JP
Nissan;Murano LE 3.5;Япония;JP
Nissan;Murano LE+ 3.5;Япония;JP
Nissan;Murano SE 3.5;Япония;JP
Nissan;Murano SE+ 3.5;Япония;JP
Lamborghini;Murcielago;Италия;IT
Lamborghini;Murcielago 40th Anniversary;Италия;IT
Lamborghini;Murcielago Barchetta Concept;Италия;IT
